Date,Bag,Ballerinas,Belt,Bikini top,Blazer,Blouse,Bodysuit,Boots,Bra,Bracelet,Cap/peaked,Cardigan,Coat,Costumes,Dress,Dungarees,Earring,Earrings,Flat shoe,Flip flop,Garment Set,Gloves,Hair clip,Hair string,Hair ties,Hair/alice band,Hat/beanie,Hat/brim,Heeled sandals,Hoodie,Jacket,Jumpsuit/Playsuit,Kids Underwear top,Leggings/Tights,Necklace,Night gown,Nipple covers,Other accessories,Other shoe,Outdoor Waistcoat,Outdoor trousers,Polo shirt,Pumps,Pyjama bottom,Pyjama jumpsuit/playsuit,Pyjama set,Ring,Robe,Sandals,Sarong,Scarf,Shirt,Shorts,Skirt,Slippers,Sneakers,Socks,Sunglasses,Sweater,Swimsuit,Swimwear bottom,Swimwear set,T-shirt,Tailored Waistcoat,Tie,Top,Trousers,Umbrella,Underdress,Underwear Tights,Underwear body,Underwear bottom,Underwear set,Vest top,Wallet,Watch,Wedge
2019-01-07,332.0,32.0,164.0,1092.0,489.0,1642.0,138.0,284.0,1681.0,2.0,56.0,570.0,158.0,17.0,2099.0,22.0,134.0,3.0,43.0,19.0,65.0,28.0,23.0,48.0,16.0,75.0,130.0,19.0,19.0,756.0,833.0,139.0,8.0,1140.0,105.0,85.0,9.0,235.0,31.0,26.0,31.0,56.0,39.0,135.0,13.0,359.0,27.0,46.0,38.0,8.0,196.0,667.0,464.0,666.0,43.0,126.0,387.0,74.0,4648.0,374.0,1002.0,8.0,1912.0,5.0,11.0,1536.0,5852.0,2.0,6.0,151.0,133.0,1351.0,4.0,1149.0,15.0,24.0,10.0
2019-01-08,364.0,41.0,185.0,2152.0,782.0,3350.0,187.0,471.0,2209.0,5.0,54.0,847.0,262.0,9.0,3004.0,49.0,195.0,5.0,101.0,26.0,91.0,39.0,23.0,59.0,7.0,75.0,152.0,28.0,17.0,927.0,1121.0,150.0,10.0,1297.0,135.0,108.0,7.0,209.0,53.0,21.0,33.0,70.0,69.0,186.0,21.0,564.0,42.0,73.0,64.0,25.0,270.0,736.0,532.0,1044.0,63.0,248.0,423.0,71.0,6584.0,906.0,2015.0,17.0,2497.0,6.0,6.0,2321.0,7693.0,4.0,14.0,246.0,151.0,1755.0,3.0,1441.0,8.0,22.0,12.0
2019-01-09,345.0,54.0,209.0,2100.0,859.0,2702.0,195.0,505.0,2449.0,3.0,39.0,1000.0,331.0,13.0,2897.0,59.0,219.0,4.0,122.0,18.0,97.0,59.0,35.0,61.0,24.0,110.0,232.0,25.0,20.0,1042.0,1397.0,133.0,19.0,1635.0,139.0,130.0,13.0,202.0,49.0,42.0,21.0,56.0,75.0,235.0,21.0,555.0,36.0,83.0,67.0,30.0,322.0,904.0,669.0,1058.0,65.0,256.0,497.0,67.0,7822.0,715.0,2007.0,24.0,2921.0,9.0,4.0,2379.0,8385.0,15.0,18.0,278.0,171.0,1791.0,4.0,1942.0,13.0,20.0,17.0
2019-01-10,365.0,52.0,234.0,1552.0,925.0,2921.0,226.0,458.0,2580.0,4.0,61.0,957.0,343.0,12.0,3038.0,61.0,189.0,6.0,105.0,28.0,128.0,66.0,36.0,59.0,32.0,102.0,230.0,20.0,20.0,1059.0,1461.0,172.0,18.0,1515.0,160.0,127.0,11.0,245.0,46.0,33.0,21.0,62.0,41.0,254.0,25.0,518.0,33.0,80.0,85.0,21.0,374.0,947.0,598.0,1017.0,48.0,266.0,617.0,79.0,8222.0,594.0,1467.0,20.0,2886.0,18.0,6.0,2504.0,8020.0,12.0,16.0,349.0,209.0,1866.0,4.0,2030.0,10.0,28.0,8.0
2019-01-11,299.0,48.0,220.0,1254.0,757.0,2178.0,172.0,350.0,2153.0,10.0,57.0,711.0,202.0,25.0,2437.0,37.0,195.0,5.0,86.0,11.0,104.0,51.0,41.0,60.0,31.0,89.0,225.0,19.0,17.0,862.0,1090.0,136.0,15.0,1236.0,166.0,89.0,5.0,183.0,37.0,33.0,19.0,44.0,72.0,208.0,9.0,431.0,48.0,50.0,43.0,18.0,331.0,802.0,454.0,838.0,34.0,205.0,585.0,78.0,6306.0,514.0,1202.0,13.0,2395.0,15.0,6.0,1913.0,6364.0,10.0,11.0,293.0,191.0,1686.0,7.0,1572.0,8.0,30.0,4.0
2019-01-12,280.0,39.0,231.0,1266.0,676.0,2034.0,165.0,328.0,2272.0,2.0,67.0,783.0,215.0,13.0,2569.0,36.0,207.0,5.0,72.0,19.0,110.0,46.0,46.0,76.0,59.0,99.0,213.0,24.0,12.0,1000.0,1084.0,156.0,32.0,1325.0,132.0,84.0,10.0,177.0,53.0,33.0,38.0,60.0,43.0,251.0,22.0,404.0,49.0,58.0,44.0,16.0,402.0,1002.0,439.0,835.0,35.0,176.0,765.0,60.0,6722.0,429.0,1171.0,13.0,2722.0,16.0,12.0,1985.0,6737.0,17.0,19.0,398.0,162.0,1854.0,1.0,1607.0,9.0,23.0,10.0
2019-01-13,272.0,30.0,183.0,1527.0,607.0,1849.0,132.0,296.0,1895.0,8.0,51.0,654.0,137.0,15.0,2293.0,39.0,128.0,0.0,92.0,27.0,91.0,39.0,34.0,44.0,21.0,81.0,173.0,27.0,18.0,825.0,941.0,138.0,23.0,1143.0,119.0,70.0,7.0,140.0,36.0,15.0,14.0,55.0,62.0,159.0,16.0,403.0,36.0,29.0,57.0,19.0,228.0,595.0,687.0,829.0,32.0,232.0,499.0,72.0,5197.0,497.0,1523.0,14.0,2458.0,6.0,2.0,1663.0,6565.0,6.0,16.0,249.0,155.0,1403.0,9.0,1428.0,9.0,24.0,15.0
2019-01-14,269.0,46.0,184.0,1382.0,542.0,1747.0,141.0,389.0,1752.0,5.0,43.0,501.0,121.0,11.0,2230.0,42.0,129.0,2.0,69.0,22.0,90.0,42.0,31.0,43.0,16.0,86.0,171.0,22.0,17.0,777.0,782.0,113.0,21.0,1039.0,104.0,60.0,8.0,175.0,36.0,16.0,30.0,27.0,71.0,127.0,14.0,334.0,41.0,28.0,57.0,17.0,276.0,622.0,580.0,832.0,37.0,205.0,421.0,96.0,4544.0,389.0,1248.0,19.0,2073.0,7.0,5.0,1508.0,5629.0,9.0,10.0,216.0,183.0,1356.0,0.0,1265.0,14.0,22.0,4.0
2019-01-15,236.0,32.0,182.0,1281.0,496.0,1670.0,122.0,327.0,1725.0,4.0,63.0,500.0,158.0,7.0,2230.0,44.0,124.0,1.0,71.0,27.0,87.0,46.0,21.0,26.0,20.0,90.0,157.0,19.0,20.0,763.0,790.0,106.0,28.0,1057.0,71.0,60.0,8.0,142.0,41.0,16.0,16.0,33.0,55.0,127.0,9.0,334.0,39.0,44.0,57.0,13.0,298.0,664.0,518.0,801.0,42.0,194.0,426.0,80.0,4749.0,358.0,1165.0,22.0,2008.0,8.0,9.0,1433.0,5547.0,7.0,12.0,258.0,152.0,1351.0,4.0,1207.0,3.0,14.0,16.0
2019-01-16,374.0,35.0,250.0,1489.0,688.0,2441.0,174.0,622.0,2086.0,9.0,69.0,740.0,251.0,24.0,2998.0,49.0,191.0,5.0,79.0,20.0,88.0,68.0,39.0,36.0,28.0,117.0,252.0,13.0,11.0,1209.0,1338.0,149.0,35.0,1361.0,146.0,74.0,13.0,199.0,45.0,24.0,48.0,48.0,61.0,145.0,16.0,428.0,51.0,78.0,64.0,15.0,367.0,828.0,581.0,1068.0,42.0,239.0,581.0,95.0,6476.0,462.0,1376.0,12.0,2603.0,16.0,13.0,1967.0,7508.0,6.0,16.0,266.0,224.0,1717.0,5.0,1493.0,7.0,22.0,15.0
2019-01-17,282.0,24.0,199.0,1030.0,448.0,1793.0,150.0,458.0,1637.0,7.0,64.0,535.0,201.0,13.0,2155.0,60.0,184.0,1.0,46.0,20.0,70.0,49.0,33.0,43.0,32.0,117.0,212.0,7.0,13.0,957.0,1002.0,130.0,21.0,1091.0,139.0,61.0,9.0,173.0,30.0,18.0,35.0,47.0,47.0,133.0,14.0,353.0,52.0,73.0,46.0,18.0,365.0,722.0,419.0,727.0,26.0,182.0,502.0,66.0,5226.0,324.0,974.0,14.0,2150.0,12.0,8.0,1505.0,5316.0,9.0,12.0,273.0,156.0,1336.0,2.0,1153.0,9.0,35.0,4.0
2019-01-18,296.0,28.0,205.0,860.0,469.0,1840.0,128.0,453.0,1705.0,4.0,38.0,514.0,207.0,25.0,2003.0,47.0,216.0,5.0,44.0,9.0,85.0,85.0,28.0,63.0,59.0,105.0,225.0,9.0,13.0,932.0,1100.0,108.0,17.0,1105.0,160.0,52.0,5.0,155.0,31.0,25.0,35.0,39.0,28.0,115.0,16.0,315.0,47.0,56.0,35.0,18.0,412.0,683.0,435.0,744.0,28.0,145.0,613.0,67.0,5452.0,255.0,775.0,8.0,2061.0,7.0,8.0,1501.0,5376.0,6.0,7.0,333.0,127.0,1366.0,1.0,1007.0,3.0,32.0,1.0
2019-01-19,245.0,26.0,274.0,854.0,523.0,1768.0,161.0,413.0,1687.0,4.0,55.0,516.0,213.0,20.0,2004.0,49.0,251.0,4.0,31.0,25.0,91.0,118.0,36.0,67.0,46.0,121.0,323.0,10.0,20.0,1094.0,1014.0,103.0,18.0,1153.0,142.0,63.0,8.0,210.0,28.0,37.0,28.0,47.0,37.0,164.0,15.0,321.0,44.0,64.0,32.0,16.0,549.0,858.0,443.0,651.0,30.0,161.0,818.0,87.0,6311.0,227.0,871.0,4.0,2363.0,4.0,7.0,1652.0,5718.0,5.0,4.0,396.0,111.0,1477.0,2.0,1215.0,10.0,27.0,1.0
2019-01-20,252.0,22.0,193.0,1066.0,470.0,1522.0,99.0,457.0,1426.0,1.0,32.0,477.0,186.0,10.0,1849.0,52.0,147.0,1.0,46.0,8.0,58.0,93.0,28.0,31.0,30.0,113.0,258.0,23.0,14.0,924.0,948.0,121.0,25.0,929.0,99.0,59.0,14.0,187.0,32.0,22.0,42.0,59.0,50.0,112.0,10.0,333.0,46.0,65.0,52.0,15.0,391.0,643.0,534.0,698.0,21.0,139.0,471.0,85.0,4931.0,357.0,1032.0,19.0,1826.0,26.0,7.0,1554.0,5642.0,3.0,21.0,236.0,142.0,1295.0,3.0,993.0,5.0,27.0,9.0
2019-01-21,287.0,23.0,192.0,1084.0,512.0,1493.0,138.0,449.0,1438.0,2.0,29.0,450.0,191.0,17.0,1879.0,36.0,176.0,2.0,34.0,16.0,62.0,107.0,24.0,26.0,28.0,134.0,346.0,12.0,8.0,867.0,1064.0,116.0,22.0,976.0,96.0,57.0,13.0,169.0,43.0,35.0,51.0,32.0,44.0,104.0,13.0,314.0,58.0,66.0,45.0,19.0,346.0,684.0,408.0,686.0,44.0,166.0,416.0,103.0,4998.0,316.0,997.0,11.0,1907.0,13.0,8.0,1599.0,5513.0,4.0,11.0,267.0,155.0,1342.0,3.0,992.0,3.0,32.0,14.0
2019-01-22,305.0,27.0,272.0,1060.0,520.0,1695.0,133.0,459.0,1511.0,4.0,56.0,485.0,232.0,15.0,1962.0,30.0,175.0,1.0,48.0,15.0,61.0,180.0,25.0,25.0,21.0,165.0,508.0,17.0,11.0,872.0,1104.0,130.0,16.0,1028.0,122.0,59.0,8.0,216.0,36.0,34.0,58.0,47.0,35.0,118.0,15.0,358.0,43.0,64.0,45.0,10.0,400.0,669.0,427.0,748.0,33.0,182.0,503.0,92.0,5742.0,328.0,1007.0,14.0,1865.0,11.0,1.0,1699.0,5846.0,8.0,8.0,239.0,121.0,1301.0,1.0,1009.0,10.0,31.0,9.0
2019-01-23,330.0,26.0,242.0,1077.0,607.0,1803.0,124.0,455.0,1786.0,8.0,36.0,618.0,254.0,27.0,2282.0,41.0,206.0,2.0,36.0,14.0,61.0,163.0,33.0,40.0,30.0,178.0,433.0,33.0,9.0,1006.0,1183.0,108.0,20.0,1189.0,133.0,79.0,9.0,204.0,27.0,34.0,59.0,38.0,40.0,127.0,19.0,343.0,53.0,70.0,38.0,12.0,465.0,800.0,557.0,756.0,48.0,188.0,587.0,101.0,5959.0,357.0,1004.0,21.0,2056.0,2.0,5.0,1855.0,6308.0,5.0,11.0,311.0,181.0,1469.0,6.0,1156.0,4.0,30.0,16.0
2019-01-24,335.0,28.0,314.0,1172.0,575.0,1805.0,128.0,468.0,1771.0,11.0,65.0,658.0,262.0,11.0,2299.0,40.0,220.0,5.0,30.0,15.0,70.0,123.0,43.0,62.0,40.0,175.0,484.0,15.0,25.0,1074.0,1097.0,144.0,19.0,1138.0,187.0,95.0,10.0,241.0,25.0,28.0,54.0,40.0,53.0,133.0,25.0,343.0,78.0,75.0,44.0,19.0,518.0,814.0,474.0,762.0,46.0,202.0,779.0,104.0,6594.0,339.0,1064.0,7.0,2238.0,4.0,7.0,1952.0,6540.0,5.0,15.0,339.0,198.0,1606.0,2.0,1317.0,13.0,36.0,14.0
2019-01-25,372.0,43.0,264.0,1007.0,641.0,2307.0,125.0,561.0,1978.0,13.0,65.0,891.0,222.0,10.0,2516.0,42.0,256.0,6.0,32.0,13.0,88.0,119.0,55.0,47.0,39.0,154.0,403.0,24.0,13.0,1251.0,1114.0,110.0,15.0,1241.0,218.0,102.0,11.0,207.0,41.0,29.0,55.0,64.0,49.0,179.0,27.0,382.0,56.0,88.0,44.0,12.0,545.0,851.0,541.0,846.0,57.0,244.0,796.0,93.0,7175.0,308.0,1008.0,9.0,2573.0,5.0,13.0,2206.0,7783.0,5.0,15.0,371.0,211.0,2043.0,2.0,1354.0,11.0,19.0,20.0
2019-01-26,370.0,42.0,309.0,974.0,621.0,2325.0,161.0,434.0,2251.0,9.0,83.0,792.0,261.0,22.0,2386.0,56.0,290.0,2.0,38.0,13.0,96.0,84.0,53.0,80.0,64.0,139.0,339.0,8.0,14.0,1243.0,1091.0,121.0,27.0,1487.0,213.0,114.0,12.0,224.0,54.0,27.0,47.0,61.0,70.0,159.0,47.0,365.0,69.0,87.0,49.0,6.0,565.0,1125.0,472.0,782.0,51.0,209.0,998.0,126.0,7296.0,284.0,906.0,7.0,2957.0,7.0,14.0,2394.0,7521.0,7.0,12.0,481.0,163.0,2267.0,3.0,1411.0,8.0,18.0,12.0
2019-01-27,328.0,35.0,226.0,1235.0,573.0,1887.0,108.0,383.0,1944.0,6.0,41.0,711.0,193.0,10.0,2239.0,54.0,231.0,1.0,63.0,23.0,63.0,39.0,35.0,42.0,45.0,115.0,244.0,21.0,16.0,951.0,909.0,107.0,32.0,1088.0,167.0,76.0,6.0,180.0,54.0,26.0,45.0,49.0,44.0,125.0,37.0,314.0,58.0,48.0,37.0,16.0,370.0,843.0,547.0,681.0,30.0,216.0,638.0,136.0,5309.0,368.0,1159.0,21.0,2476.0,2.0,14.0,1903.0,6749.0,12.0,20.0,290.0,146.0,1808.0,6.0,1386.0,7.0,13.0,22.0
2019-01-28,276.0,36.0,166.0,1010.0,486.0,1622.0,125.0,364.0,1876.0,8.0,39.0,561.0,124.0,18.0,2065.0,55.0,189.0,0.0,51.0,13.0,76.0,48.0,17.0,31.0,18.0,127.0,212.0,12.0,12.0,720.0,750.0,103.0,16.0,1026.0,124.0,63.0,19.0,191.0,33.0,35.0,28.0,32.0,42.0,139.0,40.0,318.0,76.0,67.0,40.0,10.0,292.0,794.0,514.0,661.0,21.0,179.0,454.0,104.0,4710.0,354.0,949.0,18.0,1992.0,8.0,5.0,1780.0,5788.0,4.0,8.0,263.0,195.0,1726.0,5.0,1201.0,10.0,19.0,18.0
2019-01-29,307.0,46.0,231.0,1226.0,643.0,2235.0,130.0,401.0,2049.0,3.0,58.0,689.0,204.0,24.0,2674.0,82.0,215.0,4.0,55.0,19.0,74.0,60.0,32.0,31.0,31.0,130.0,260.0,10.0,31.0,978.0,1123.0,164.0,7.0,1256.0,141.0,99.0,11.0,229.0,41.0,36.0,43.0,56.0,41.0,157.0,34.0,372.0,73.0,79.0,38.0,13.0,350.0,866.0,741.0,833.0,42.0,304.0,622.0,152.0,5981.0,416.0,1119.0,19.0,2700.0,6.0,2.0,2386.0,7432.0,3.0,19.0,272.0,195.0,1866.0,0.0,1530.0,7.0,19.0,18.0
2019-01-30,295.0,30.0,184.0,964.0,534.0,1778.0,125.0,301.0,1800.0,12.0,72.0,603.0,164.0,26.0,2282.0,61.0,226.0,3.0,32.0,11.0,80.0,55.0,25.0,41.0,37.0,135.0,257.0,24.0,11.0,876.0,1023.0,132.0,16.0,1202.0,147.0,72.0,20.0,170.0,60.0,27.0,12.0,44.0,43.0,129.0,43.0,311.0,58.0,80.0,28.0,35.0,360.0,824.0,462.0,711.0,34.0,205.0,618.0,114.0,5184.0,450.0,1017.0,22.0,2386.0,3.0,11.0,2033.0,6250.0,8.0,10.0,302.0,198.0,1770.0,1.0,1192.0,8.0,9.0,10.0
2019-01-31,313.0,32.0,196.0,1105.0,565.0,1915.0,122.0,360.0,1705.0,11.0,61.0,563.0,222.0,15.0,2306.0,41.0,238.0,6.0,39.0,20.0,73.0,92.0,39.0,50.0,41.0,138.0,275.0,12.0,9.0,876.0,953.0,99.0,21.0,1157.0,193.0,81.0,9.0,182.0,40.0,30.0,41.0,47.0,46.0,107.0,29.0,279.0,68.0,42.0,38.0,9.0,424.0,849.0,439.0,643.0,36.0,190.0,602.0,134.0,5169.0,382.0,1085.0,10.0,2176.0,8.0,13.0,2047.0,5920.0,2.0,15.0,308.0,129.0,1694.0,5.0,1000.0,15.0,6.0,9.0
2019-02-01,337.0,58.0,227.0,759.0,661.0,2103.0,129.0,394.0,1627.0,10.0,56.0,704.0,264.0,12.0,2640.0,63.0,249.0,10.0,42.0,17.0,87.0,75.0,48.0,53.0,40.0,152.0,273.0,15.0,27.0,967.0,1268.0,142.0,19.0,1131.0,199.0,73.0,24.0,166.0,47.0,46.0,45.0,57.0,79.0,117.0,22.0,289.0,72.0,69.0,69.0,12.0,446.0,854.0,533.0,859.0,39.0,216.0,694.0,123.0,5643.0,385.0,762.0,13.0,2622.0,13.0,9.0,2312.0,6497.0,3.0,18.0,326.0,130.0,1628.0,0.0,1232.0,9.0,12.0,30.0
2019-02-02,375.0,36.0,267.0,990.0,710.0,2056.0,161.0,387.0,1869.0,10.0,76.0,776.0,213.0,15.0,2472.0,63.0,304.0,5.0,51.0,14.0,74.0,62.0,53.0,60.0,55.0,184.0,247.0,12.0,22.0,1104.0,1091.0,125.0,27.0,1326.0,188.0,86.0,10.0,173.0,47.0,39.0,24.0,61.0,59.0,134.0,27.0,246.0,67.0,89.0,54.0,17.0,398.0,1105.0,439.0,876.0,43.0,220.0,921.0,134.0,6249.0,369.0,970.0,14.0,2906.0,14.0,14.0,2225.0,6533.0,11.0,22.0,349.0,159.0,1818.0,3.0,1300.0,5.0,17.0,23.0
2019-02-03,362.0,65.0,175.0,1131.0,588.0,2124.0,191.0,419.0,1634.0,13.0,63.0,767.0,212.0,21.0,2978.0,81.0,180.0,9.0,65.0,40.0,61.0,48.0,38.0,36.0,24.0,173.0,195.0,25.0,38.0,1039.0,1285.0,211.0,33.0,1250.0,162.0,59.0,15.0,169.0,65.0,31.0,35.0,87.0,82.0,113.0,36.0,274.0,75.0,116.0,75.0,17.0,314.0,1003.0,980.0,1008.0,39.0,293.0,550.0,188.0,5565.0,501.0,1148.0,21.0,3088.0,19.0,13.0,2432.0,7589.0,3.0,15.0,258.0,141.0,1452.0,5.0,1451.0,11.0,8.0,41.0
2019-02-04,289.0,49.0,172.0,1009.0,536.0,1390.0,203.0,309.0,1406.0,13.0,43.0,508.0,157.0,20.0,2228.0,46.0,237.0,1.0,46.0,9.0,55.0,34.0,23.0,27.0,15.0,110.0,131.0,19.0,30.0,711.0,798.0,121.0,11.0,1047.0,143.0,64.0,13.0,134.0,33.0,26.0,17.0,54.0,55.0,93.0,16.0,253.0,58.0,69.0,27.0,27.0,195.0,722.0,496.0,842.0,18.0,219.0,449.0,158.0,3922.0,362.0,1041.0,21.0,2200.0,13.0,14.0,1800.0,5382.0,4.0,14.0,220.0,136.0,1276.0,0.0,1082.0,11.0,9.0,12.0
2019-02-05,307.0,30.0,218.0,1133.0,608.0,1512.0,186.0,327.0,1465.0,7.0,56.0,496.0,201.0,9.0,2367.0,58.0,202.0,3.0,37.0,19.0,44.0,36.0,27.0,25.0,23.0,106.0,153.0,20.0,21.0,793.0,809.0,145.0,13.0,1085.0,136.0,70.0,9.0,136.0,30.0,16.0,18.0,54.0,43.0,111.0,21.0,266.0,61.0,68.0,31.0,28.0,261.0,790.0,538.0,907.0,23.0,193.0,444.0,101.0,4266.0,503.0,1040.0,8.0,2162.0,12.0,6.0,1940.0,5928.0,5.0,8.0,256.0,136.0,1410.0,0.0,1005.0,8.0,11.0,17.0
2019-02-06,273.0,36.0,199.0,1106.0,592.0,1649.0,171.0,295.0,1804.0,13.0,59.0,516.0,187.0,22.0,2253.0,153.0,229.0,5.0,62.0,11.0,54.0,35.0,35.0,26.0,27.0,106.0,145.0,10.0,14.0,812.0,805.0,136.0,18.0,1116.0,137.0,63.0,14.0,131.0,29.0,34.0,34.0,37.0,51.0,117.0,21.0,280.0,39.0,79.0,28.0,24.0,268.0,938.0,462.0,891.0,30.0,208.0,538.0,109.0,4399.0,529.0,1008.0,15.0,2329.0,15.0,0.0,1981.0,6164.0,8.0,16.0,286.0,174.0,1631.0,0.0,1094.0,10.0,6.0,13.0
2019-02-07,330.0,37.0,239.0,1062.0,627.0,1754.0,137.0,279.0,1843.0,9.0,69.0,521.0,195.0,14.0,2537.0,169.0,266.0,11.0,56.0,6.0,93.0,33.0,33.0,47.0,35.0,135.0,156.0,32.0,27.0,795.0,890.0,128.0,5.0,1127.0,151.0,77.0,17.0,138.0,35.0,22.0,23.0,49.0,59.0,105.0,21.0,245.0,44.0,80.0,30.0,20.0,284.0,978.0,481.0,1009.0,15.0,218.0,562.0,159.0,4597.0,466.0,927.0,20.0,2606.0,6.0,30.0,2130.0,6769.0,3.0,12.0,289.0,202.0,1643.0,0.0,1045.0,7.0,15.0,16.0
2019-02-08,318.0,40.0,221.0,804.0,568.0,1683.0,158.0,277.0,1621.0,18.0,51.0,472.0,161.0,32.0,2339.0,119.0,286.0,12.0,44.0,6.0,68.0,30.0,40.0,36.0,34.0,141.0,145.0,17.0,36.0,733.0,913.0,115.0,18.0,986.0,176.0,89.0,23.0,173.0,33.0,22.0,22.0,43.0,52.0,84.0,20.0,250.0,55.0,75.0,25.0,38.0,293.0,843.0,348.0,890.0,13.0,183.0,614.0,157.0,4523.0,441.0,775.0,23.0,2371.0,9.0,15.0,1913.0,6439.0,12.0,11.0,299.0,165.0,1501.0,0.0,1049.0,12.0,11.0,14.0
2019-02-09,351.0,51.0,298.0,974.0,715.0,1858.0,128.0,236.0,1807.0,10.0,66.0,511.0,179.0,17.0,2340.0,134.0,326.0,14.0,49.0,6.0,111.0,39.0,60.0,80.0,50.0,163.0,155.0,22.0,16.0,884.0,929.0,112.0,17.0,1238.0,214.0,118.0,10.0,179.0,48.0,31.0,19.0,53.0,46.0,115.0,38.0,251.0,82.0,72.0,29.0,21.0,342.0,1089.0,352.0,885.0,15.0,172.0,816.0,147.0,5057.0,342.0,967.0,24.0,2795.0,16.0,5.0,1958.0,7206.0,9.0,15.0,389.0,148.0,1896.0,8.0,1117.0,6.0,13.0,21.0
2019-02-10,263.0,30.0,172.0,1211.0,616.0,1637.0,101.0,242.0,1435.0,13.0,37.0,471.0,141.0,21.0,2297.0,64.0,266.0,2.0,74.0,13.0,54.0,27.0,24.0,29.0,24.0,116.0,83.0,14.0,24.0,688.0,705.0,167.0,32.0,886.0,157.0,52.0,12.0,124.0,50.0,24.0,9.0,70.0,74.0,92.0,17.0,232.0,56.0,71.0,35.0,67.0,223.0,889.0,542.0,901.0,22.0,214.0,495.0,118.0,3719.0,457.0,1211.0,22.0,2331.0,11.0,35.0,1723.0,7756.0,14.0,13.0,279.0,197.0,1419.0,3.0,1123.0,5.0,5.0,20.0
2019-02-11,271.0,18.0,172.0,1246.0,618.0,1465.0,122.0,197.0,1466.0,25.0,32.0,386.0,127.0,13.0,2037.0,102.0,238.0,8.0,43.0,7.0,74.0,25.0,39.0,16.0,14.0,102.0,86.0,17.0,14.0,548.0,622.0,126.0,23.0,1028.0,143.0,72.0,25.0,127.0,29.0,9.0,11.0,37.0,68.0,105.0,22.0,244.0,72.0,71.0,27.0,22.0,182.0,727.0,440.0,797.0,17.0,171.0,450.0,159.0,3093.0,425.0,1221.0,22.0,2068.0,12.0,9.0,1559.0,6067.0,9.0,5.0,225.0,175.0,1297.0,2.0,946.0,6.0,9.0,10.0
2019-02-12,241.0,41.0,165.0,1070.0,569.0,1597.0,127.0,230.0,1420.0,5.0,46.0,376.0,147.0,16.0,2471.0,99.0,237.0,5.0,55.0,11.0,93.0,16.0,27.0,59.0,40.0,102.0,93.0,13.0,21.0,647.0,681.0,160.0,25.0,923.0,138.0,74.0,8.0,121.0,30.0,22.0,14.0,54.0,64.0,75.0,20.0,262.0,55.0,53.0,30.0,20.0,208.0,889.0,335.0,930.0,15.0,191.0,411.0,132.0,3427.0,467.0,1064.0,20.0,2467.0,23.0,8.0,1801.0,6669.0,6.0,9.0,224.0,147.0,1251.0,2.0,960.0,4.0,9.0,14.0
2019-02-13,254.0,35.0,167.0,881.0,543.0,1535.0,102.0,197.0,1431.0,11.0,34.0,454.0,141.0,26.0,2321.0,115.0,272.0,4.0,60.0,11.0,78.0,28.0,30.0,57.0,40.0,116.0,90.0,17.0,18.0,676.0,776.0,194.0,33.0,954.0,128.0,72.0,9.0,133.0,27.0,12.0,22.0,56.0,63.0,66.0,20.0,199.0,55.0,54.0,14.0,32.0,211.0,876.0,491.0,814.0,21.0,178.0,519.0,142.0,3321.0,379.0,911.0,26.0,2512.0,16.0,7.0,1591.0,6018.0,6.0,9.0,236.0,125.0,1264.0,5.0,975.0,15.0,11.0,6.0
2019-02-14,317.0,43.0,193.0,833.0,647.0,1661.0,141.0,210.0,1459.0,8.0,33.0,496.0,208.0,9.0,2405.0,80.0,290.0,14.0,71.0,14.0,47.0,16.0,40.0,42.0,42.0,145.0,90.0,24.0,12.0,641.0,767.0,132.0,10.0,980.0,144.0,39.0,14.0,133.0,37.0,21.0,18.0,53.0,71.0,74.0,20.0,218.0,58.0,75.0,25.0,25.0,207.0,917.0,418.0,940.0,38.0,169.0,534.0,222.0,3176.0,368.0,851.0,11.0,2455.0,3.0,19.0,1699.0,5545.0,2.0,18.0,295.0,130.0,1423.0,1.0,990.0,7.0,12.0,15.0
2019-02-15,329.0,78.0,224.0,1028.0,694.0,1933.0,131.0,211.0,1433.0,13.0,49.0,529.0,210.0,26.0,2950.0,83.0,292.0,8.0,75.0,8.0,68.0,13.0,42.0,44.0,46.0,126.0,104.0,20.0,23.0,664.0,906.0,107.0,23.0,1052.0,183.0,63.0,8.0,130.0,41.0,22.0,26.0,44.0,102.0,77.0,15.0,195.0,55.0,39.0,39.0,31.0,224.0,1118.0,343.0,1042.0,27.0,245.0,554.0,328.0,3390.0,419.0,1019.0,20.0,3012.0,23.0,7.0,2145.0,6483.0,1.0,13.0,302.0,96.0,1246.0,3.0,1018.0,10.0,11.0,15.0
2019-02-16,320.0,50.0,246.0,1006.0,886.0,2042.0,119.0,213.0,1623.0,11.0,61.0,498.0,268.0,20.0,3035.0,93.0,319.0,11.0,96.0,13.0,94.0,9.0,43.0,70.0,96.0,143.0,70.0,29.0,24.0,785.0,995.0,131.0,30.0,1145.0,191.0,41.0,11.0,169.0,51.0,20.0,18.0,80.0,84.0,75.0,9.0,181.0,76.0,50.0,35.0,26.0,287.0,1369.0,486.0,1069.0,36.0,226.0,837.0,342.0,3883.0,425.0,1033.0,24.0,3827.0,15.0,10.0,2252.0,7869.0,3.0,10.0,383.0,89.0,1441.0,0.0,1262.0,2.0,14.0,16.0
